time_upper,rate
2.0,0.4034
4.0,0.4506
6.0,0.4563
8.0,0.3181
10.0,0.3041
12.0,0.2897
14.0,0.2816
16.0,0.2886
18.0,0.2931
20.0,0.2737
22.0,0.3022
24.0,0.2809
26.0,0.2934
28.0,0.308
30.0,0.2957
32.0,0.3161
34.0,0.2905
36.0,0.2824
38.0,0.3078
40.0,0.2753
42.0,0.2812
44.0,0.2859
46.0,0.2743
48.0,0.2949
50.0,0.2842
52.0,0.2983
54.0,0.2781
56.0,0.2823
58.0,0.2978
60.0,0.282
62.0,0.3185
64.0,0.2944
66.0,0.3136
68.0,0.3161
70.0,0.3011
72.0,0.2911
74.0,0.2888
76.0,0.2715
78.0,0.2804
80.0,0.2724
82.0,0.2978
84.0,0.2877
86.0,0.3005
88.0,0.3056
90.0,0.2875
92.0,0.2942
94.0,0.3022
96.0,0.297
98.0,0.295
100.0,0.2818
102.0,0.2939
104.0,0.2917
106.0,0.3043
108.0,0.3075
110.0,0.2928
112.0,0.3202
114.0,0.2788
116.0,0.286
118.0,0.2934
120.0,0.2857
122.0,0.3234
124.0,0.3142
126.0,0.3165
128.0,0.3332
130.0,0.3198
132.0,0.3206
134.0,0.3324
136.0,0.3235
138.0,0.3244
140.0,0.32
142.0,0.3316
144.0,0.3296
146.0,0.3437
148.0,0.3326
150.0,0.2709
152.0,0.284
154.0,0.3043
156.0,0.3239
158.0,0.3363
160.0,0.3203
162.0,0.3183
164.0,0.321
166.0,0.2883
168.0,0.3312
170.0,0.3103
172.0,0.3173
174.0,0.3087
176.0,0.3055
178.0,0.3241
180.0,0.3094
182.0,0.3997
184.0,0.3475
186.0,0.3225
188.0,0.3321
190.0,0.3065
192.0,0.312
194.0,0.326
196.0,0.312
198.0,0.3612
200.0,0.332
202.0,0.3401
204.0,0.3256
206.0,0.3322
208.0,0.3129
210.0,0.2784
212.0,0.2697
214.0,0.2836
216.0,0.333
218.0,0.3429
220.0,0.3311
222.0,0.3597
224.0,0.3311
226.0,0.3288
228.0,0.3353
230.0,0.3239
232.0,0.3295
234.0,0.3243
236.0,0.3211
238.0,0.3349
240.0,0.3256
242.0,0.3755
244.0,0.3269
246.0,0.3302
248.0,0.3449
250.0,0.3386
252.0,0.3458
254.0,0.3618
256.0,0.3491
258.0,0.3596
260.0,0.3572
262.0,0.3624
264.0,0.35
266.0,0.3378
268.0,0.3138
270.0,0.2713
272.0,0.2873
274.0,0.2901
276.0,0.3302
278.0,0.3715
280.0,0.3922
282.0,0.395
284.0,0.3773
286.0,0.3846
288.0,0.3958
290.0,0.3628
292.0,0.3687
294.0,0.3544
296.0,0.3661
298.0,0.3409
300.0,0.3299
302.0,0.3952
304.0,0.3725
306.0,0.3435
308.0,0.3533
310.0,0.3375
312.0,0.352
314.0,0.3503
316.0,0.3425
318.0,0.3472
320.0,0.3359
322.0,0.3491
324.0,0.356
326.0,0.3489
328.0,0.3487
330.0,0.3431
332.0,0.3259
334.0,0.2991
336.0,0.267
338.0,0.2741
340.0,0.2603
342.0,0.2662
344.0,0.3064
346.0,0.3252
348.0,0.362
350.0,0.365
352.0,0.383
354.0,0.3909
356.0,0.3612
358.0,0.364
360.0,0.3605
362.0,0.4072
364.0,0.3853
366.0,0.3788
368.0,0.3967
370.0,0.3713
372.0,0.3562
374.0,0.3588
376.0,0.3563
378.0,0.3954
380.0,0.3974
382.0,0.3558
384.0,0.3341
386.0,0.2812
388.0,0.285
390.0,0.2491
392.0,0.2651
394.0,0.263
396.0,0.2854
398.0,0.3374
400.0,0.3512
402.0,0.3552
404.0,0.376
406.0,0.3425
408.0,0.3533
410.0,0.345
412.0,0.3761
414.0,0.3517
416.0,0.336
418.0,0.3413
420.0,0.3353
422.0,0.3781
424.0,0.3734
426.0,0.3833
428.0,0.3789
430.0,0.3838
432.0,0.3866
434.0,0.3647
436.0,0.3707
438.0,0.377
440.0,0.3848
442.0,0.3868
444.0,0.3826
446.0,0.3455
448.0,0.2855
450.0,0.2686
452.0,0.2821
454.0,0.2798
456.0,0.2697
458.0,0.3078
460.0,0.3435
462.0,0.3562
464.0,0.375
466.0,0.3702
468.0,0.3618
470.0,0.3755
472.0,0.3753
474.0,0.3768
476.0,0.3459
478.0,0.3778
480.0,0.3717
482.0,0.3731
484.0,0.3686
486.0,0.3627
488.0,0.361
490.0,0.3471
492.0,0.3345
494.0,0.3314
496.0,0.3202
498.0,0.3392
500.0,0.3482
502.0,0.3639
504.0,0.3844
506.0,0.289
508.0,0.2499
510.0,0.2193
512.0,0.2283
514.0,0.2102
516.0,0.2379
518.0,0.2701
520.0,0.3023
522.0,0.3293
524.0,0.3409
526.0,0.3429
528.0,0.3494
530.0,0.325
532.0,0.3363
534.0,0.3278
536.0,0.3298
538.0,0.3545
540.0,0.3435
542.0,0.3759
544.0,0.3782
546.0,0.3546
548.0,0.3495
550.0,0.3518
552.0,0.364
554.0,0.3722
556.0,0.3442
558.0,0.3532
560.0,0.3379
562.0,0.3619
564.0,0.385
566.0,0.2872
568.0,0.2676
570.0,0.2559
572.0,0.273
574.0,0.2786
576.0,0.2746
578.0,0.3192
580.0,0.3433
582.0,0.3813
584.0,0.393
586.0,0.379
588.0,0.3664
590.0,0.3612
592.0,0.3883
594.0,0.3688
596.0,0.3394
598.0,0.3304
600.0,0.333
602.0,0.3369
604.0,0.3284
606.0,0.3442
608.0,0.3335
610.0,0.3209
612.0,0.3319
614.0,0.3372
616.0,0.3376
618.0,0.3389
620.0,0.3288
622.0,0.335
624.0,0.3641
626.0,0.2518
628.0,0.2439
630.0,0.2378
632.0,0.2451
634.0,0.2475
636.0,0.254
638.0,0.3117
640.0,0.3241
642.0,0.3719
644.0,0.3643
646.0,0.3789
648.0,0.3801
650.0,0.3625
652.0,0.3785
654.0,0.3704
656.0,0.3539
658.0,0.3661
660.0,0.3458
662.0,0.3767
664.0,0.3628
666.0,0.3705
668.0,0.3821
670.0,0.3645
672.0,0.3587
674.0,0.3704
676.0,0.3765
678.0,0.3891
680.0,0.3736
682.0,0.3574
684.0,0.3744
686.0,0.2925
688.0,0.269
690.0,0.2776
692.0,0.2817
694.0,0.2735
696.0,0.3147
698.0,0.3665
700.0,0.3581
702.0,0.3719
704.0,0.3676
706.0,0.3566
708.0,0.3788
710.0,0.378
712.0,0.3904
714.0,0.3842
716.0,0.3885
718.0,0.3899
720.0,0.3979
722.0,0.4104
724.0,0.4173
726.0,0.3921
728.0,0.3877
730.0,0.3837
732.0,0.4111
734.0,0.4554
736.0,0.4109
738.0,0.4249
740.0,0.4278
742.0,0.4186
744.0,0.4085
746.0,0.3739
748.0,0.3466
750.0,0.3048
752.0,0.3355
754.0,0.3444
756.0,0.3783
758.0,0.4237
760.0,0.406
762.0,0.4264
764.0,0.4319
766.0,0.4394
768.0,0.452
770.0,0.4676
772.0,0.4582
774.0,0.4348
776.0,0.4251
778.0,0.445
780.0,0.4305
782.0,0.4925
784.0,0.4504
786.0,0.447
788.0,0.4428
790.0,0.4303
792.0,0.4357
794.0,0.4036
796.0,0.4276
798.0,0.4307
800.0,0.4171
802.0,0.421
804.0,0.4411
806.0,0.3679
808.0,0.3279
810.0,0.3226
812.0,0.3297
814.0,0.3429
816.0,0.4253
818.0,0.4242
820.0,0.4326
822.0,0.4392
824.0,0.427
826.0,0.4105
828.0,0.4008
830.0,0.4084
832.0,0.4181
834.0,0.4113
836.0,0.4207
838.0,0.4257
840.0,0.4099
842.0,0.4532
844.0,0.4353
846.0,0.4232
848.0,0.4011
850.0,0.4134
852.0,0.4164
854.0,0.409
856.0,0.4071
858.0,0.4218
860.0,0.3929
862.0,0.4303
864.0,0.44
866.0,0.3884
868.0,0.347
870.0,0.336
872.0,0.3354
874.0,0.3445
876.0,0.3893
878.0,0.4369
880.0,0.4233
882.0,0.4386
884.0,0.4054
886.0,0.4337
888.0,0.441
890.0,0.425
892.0,0.423
894.0,0.4169
896.0,0.4038
898.0,0.4141
900.0,0.4074
902.0,0.439
904.0,0.4243
906.0,0.4089
908.0,0.4252
910.0,0.4103
912.0,0.4069
914.0,0.4098
916.0,0.4001
918.0,0.407
920.0,0.3959
922.0,0.4158
924.0,0.4198
926.0,0.3617
928.0,0.3521
930.0,0.3424
932.0,0.368
934.0,0.3832
936.0,0.4308
938.0,0.4457
940.0,0.4114
942.0,0.4329
944.0,0.4605
946.0,0.4621
948.0,0.464
950.0,0.4524
952.0,0.4542
954.0,0.4245
956.0,0.3948
958.0,0.4263
960.0,0.4105
962.0,0.4329
964.0,0.4241
966.0,0.4179
968.0,0.4191
970.0,0.3968
972.0,0.3936
974.0,0.3974
976.0,0.3842
978.0,0.4012
980.0,0.3788
982.0,0.3972
984.0,0.394
986.0,0.3149
988.0,0.3199
990.0,0.3138
992.0,0.3289
994.0,0.3692
996.0,0.3938
998.0,0.4156
1000.0,0.3954
1002.0,0.3978
1004.0,0.4101
1006.0,0.4146
1008.0,0.396
1010.0,0.416
1012.0,0.4394
1014.0,0.3919
1016.0,0.3942
1018.0,0.3916
1020.0,0.3888
1022.0,0.4029
1024.0,0.3966
1026.0,0.3897
1028.0,0.3809
1030.0,0.3767
1032.0,0.3855
1034.0,0.4049
1036.0,0.3799
1038.0,0.3915
1040.0,0.3724
1042.0,0.3849
1044.0,0.3841
1046.0,0.3789
1048.0,0.3514
1050.0,0.3345
1052.0,0.3514
1054.0,0.4079
1056.0,0.3971
1058.0,0.4
1060.0,0.378
1062.0,0.3816
1064.0,0.3901
1066.0,0.3836
1068.0,0.3956
1070.0,0.3807
1072.0,0.4056
1074.0,0.374
1076.0,0.384
1078.0,0.3927
1080.0,0.3832
1082.0,0.4067
1084.0,0.3999
1086.0,0.3939
1088.0,0.3976
1090.0,0.3846
1092.0,0.3832
1094.0,0.3859
1096.0,0.3779
1098.0,0.3991
1100.0,0.3793
1102.0,0.3849
1104.0,0.3821
1106.0,0.3164
1108.0,0.3162
1110.0,0.372
1112.0,0.3919
1114.0,0.3859
1116.0,0.3878
1118.0,0.3879
1120.0,0.3741
1122.0,0.3768
1124.0,0.3797
1126.0,0.3799
1128.0,0.388
1130.0,0.3693
1132.0,0.3945
1134.0,0.3769
1136.0,0.3835
1138.0,0.3903
1140.0,0.3693
1142.0,0.3969
1144.0,0.3772
1146.0,0.3679
1148.0,0.3912
1150.0,0.3625
1152.0,0.3903
1154.0,0.3738
1156.0,0.3726
1158.0,0.3765
1160.0,0.3673
1162.0,0.3862
1164.0,0.3728
1166.0,0.3319
1168.0,0.3509
1170.0,0.3694
1172.0,0.3724
1174.0,0.3899
1176.0,0.3847
1178.0,0.4056
1180.0,0.3811
1182.0,0.3703
1184.0,0.3779
1186.0,0.3683
1188.0,0.3742
1190.0,0.371
1192.0,0.3877
1194.0,0.3675
1196.0,0.3615
1198.0,0.3595
1200.0,0.3595
1202.0,0.3719
1204.0,0.376
1206.0,0.3677
1208.0,0.3676
1210.0,0.3551
1212.0,0.3602
1214.0,0.3639
1216.0,0.3546
1218.0,0.357
1220.0,0.3498
1222.0,0.3547
1224.0,0.3694
1226.0,0.3648
1228.0,0.3451
1230.0,0.3776
1232.0,0.3778
1234.0,0.3747
1236.0,0.3771
1238.0,0.3824
1240.0,0.3686
1242.0,0.3597
1244.0,0.3612
1246.0,0.3491
1248.0,0.3501
1250.0,0.3363
1252.0,0.3648
1254.0,0.3419
1256.0,0.3437
1258.0,0.3531
1260.0,0.3436
1262.0,0.3645
1264.0,0.3505
1266.0,0.3614
1268.0,0.3512
1270.0,0.3352
1272.0,0.334
1274.0,0.3401
1276.0,0.3242
1278.0,0.3351
1280.0,0.3197
1282.0,0.3453
1284.0,0.3433
1286.0,0.2938
1288.0,0.3402
1290.0,0.3252
1292.0,0.3288
1294.0,0.3468
1296.0,0.3429
1298.0,0.3383
1300.0,0.3418
1302.0,0.3313
1304.0,0.3533
1306.0,0.3336
1308.0,0.3586
1310.0,0.3307
1312.0,0.3324
1314.0,0.3271
1316.0,0.3142
1318.0,0.328
1320.0,0.319
1322.0,0.3391
1324.0,0.3207
1326.0,0.3216
1328.0,0.3358
1330.0,0.3118
1332.0,0.3137
1334.0,0.3153
1336.0,0.3123
1338.0,0.3275
1340.0,0.3008
1342.0,0.3148
1344.0,0.3149
1346.0,0.3071
1348.0,0.3156
1350.0,0.3223
1352.0,0.3328
1354.0,0.3418
1356.0,0.3511
1358.0,0.3312
1360.0,0.3104
1362.0,0.3258
1364.0,0.3227
1366.0,0.3281
1368.0,0.3398
1370.0,0.307
1372.0,0.3318
1374.0,0.3265
1376.0,0.3127
1378.0,0.3059
1380.0,0.2912
1382.0,0.3319
1384.0,0.3203
1386.0,0.3271
1388.0,0.3363
1390.0,0.3046
1392.0,0.3155
1394.0,0.3015
1396.0,0.3115
1398.0,0.33
1400.0,0.2946
1402.0,0.3121
1404.0,0.3349
1406.0,0.3298
1408.0,0.3311
1410.0,0.3171
1412.0,0.3145
1414.0,0.3115
1416.0,0.3237
1418.0,0.3205
1420.0,0.3041
1422.0,0.3051
1424.0,0.3076
1426.0,0.299
1428.0,0.3233
1430.0,0.299
1432.0,0.3059
1434.0,0.3247
1436.0,0.2945
1438.0,0.301
1440.0,0.2885
