time_upper,rate
2.0,0.1029
4.0,0.0786
6.0,0.0807
8.0,0.0746
10.0,0.0768
12.0,0.0806
14.0,0.0802
16.0,0.0805
18.0,0.0803
20.0,0.0777
22.0,0.0813
24.0,0.0781
26.0,0.0796
28.0,0.0784
30.0,0.0857
32.0,0.0831
34.0,0.0797
36.0,0.0838
38.0,0.0884
40.0,0.0865
42.0,0.0891
44.0,0.0884
46.0,0.0853
48.0,0.0779
50.0,0.0797
52.0,0.0843
54.0,0.0803
56.0,0.0834
58.0,0.0862
60.0,0.0794
62.0,0.0816
64.0,0.0747
66.0,0.0749
68.0,0.0739
70.0,0.08
72.0,0.0783
74.0,0.078
76.0,0.0795
78.0,0.085
80.0,0.0848
82.0,0.0858
84.0,0.0814
86.0,0.0808
88.0,0.081
90.0,0.0807
92.0,0.0995
94.0,0.0895
96.0,0.0859
98.0,0.0846
100.0,0.0869
102.0,0.0893
104.0,0.0928
106.0,0.0944
108.0,0.0875
110.0,0.0858
112.0,0.0888
114.0,0.0886
116.0,0.09
118.0,0.0859
120.0,0.0866
122.0,0.0979
124.0,0.086
126.0,0.0906
128.0,0.0855
130.0,0.0888
132.0,0.0914
134.0,0.0886
136.0,0.0915
138.0,0.0889
140.0,0.0891
142.0,0.0877
144.0,0.0898
146.0,0.0966
148.0,0.0906
150.0,0.0891
152.0,0.0946
154.0,0.089
156.0,0.0881
158.0,0.0875
160.0,0.0901
162.0,0.0906
164.0,0.0942
166.0,0.0939
168.0,0.0873
170.0,0.0859
172.0,0.0888
174.0,0.0839
176.0,0.0877
178.0,0.0859
180.0,0.0818
182.0,0.1161
184.0,0.0856
186.0,0.0893
188.0,0.0903
190.0,0.0835
192.0,0.0856
194.0,0.0843
196.0,0.0882
198.0,0.084
200.0,0.0838
202.0,0.0966
204.0,0.0836
206.0,0.088
208.0,0.0862
210.0,0.0864
212.0,0.0883
214.0,0.0833
216.0,0.088
218.0,0.0829
220.0,0.0848
222.0,0.0833
224.0,0.0912
226.0,0.094
228.0,0.0816
230.0,0.0773
232.0,0.0895
234.0,0.0861
236.0,0.0956
238.0,0.0897
240.0,0.0814
242.0,0.1003
244.0,0.0886
246.0,0.0957
248.0,0.0931
250.0,0.0919
252.0,0.0956
254.0,0.0983
256.0,0.0996
258.0,0.0943
260.0,0.0933
262.0,0.0955
264.0,0.0909
266.0,0.0936
268.0,0.0895
270.0,0.0914
272.0,0.1009
274.0,0.0978
276.0,0.0991
278.0,0.0923
280.0,0.0946
282.0,0.0996
284.0,0.2013
286.0,0.1493
288.0,0.1177
290.0,0.0893
292.0,0.0929
294.0,0.0906
296.0,0.0952
298.0,0.0852
300.0,0.0853
302.0,0.0934
304.0,0.0934
306.0,0.0985
308.0,0.0974
310.0,0.0945
312.0,0.0936
314.0,0.0914
316.0,0.0968
318.0,0.0887
320.0,0.0937
322.0,0.0969
324.0,0.0965
326.0,0.0902
328.0,0.0846
330.0,0.0847
332.0,0.0877
334.0,0.089
336.0,0.0865
338.0,0.0847
340.0,0.0814
342.0,0.0854
344.0,0.0933
346.0,0.0934
348.0,0.0817
350.0,0.0859
352.0,0.0913
354.0,0.0838
356.0,0.0894
358.0,0.0847
360.0,0.0841
362.0,0.0971
364.0,0.0911
366.0,0.0924
368.0,0.0947
370.0,0.0985
372.0,0.1057
374.0,0.1086
376.0,0.1139
378.0,0.109
380.0,0.1132
382.0,0.112
384.0,0.117
386.0,0.112
388.0,0.1127
390.0,0.1059
392.0,0.1093
394.0,0.114
396.0,0.12
398.0,0.112
400.0,0.1146
402.0,0.1139
404.0,0.1287
406.0,0.1278
408.0,0.1131
410.0,0.1201
412.0,0.1212
414.0,0.1108
416.0,0.1136
418.0,0.112
420.0,0.1109
422.0,0.1181
424.0,0.1438
426.0,0.1261
428.0,0.1164
430.0,0.1217
432.0,0.1149
434.0,0.1109
436.0,0.1128
438.0,0.1149
440.0,0.1064
442.0,0.1084
444.0,0.1341
446.0,0.143
448.0,0.1027
450.0,0.1054
452.0,0.1088
454.0,0.1129
456.0,0.1228
458.0,0.1171
460.0,0.1218
462.0,0.1839
464.0,0.1673
466.0,0.1278
468.0,0.11
470.0,0.1161
472.0,0.1321
474.0,0.12
476.0,0.1197
478.0,0.1191
480.0,0.1015
482.0,0.1684
484.0,0.2309
486.0,0.1267
488.0,0.1359
490.0,0.13
492.0,0.1357
494.0,0.134
496.0,0.1295
498.0,0.1147
500.0,0.1209
502.0,0.1239
504.0,0.1325
506.0,0.1341
508.0,0.1307
510.0,0.1325
512.0,0.1289
514.0,0.1259
516.0,0.1427
518.0,0.1248
520.0,0.1292
522.0,0.1342
524.0,0.1411
526.0,0.1407
528.0,0.1355
530.0,0.1289
532.0,0.1217
534.0,0.1071
536.0,0.1112
538.0,0.1185
540.0,0.122
542.0,0.1253
544.0,0.113
546.0,0.1231
548.0,0.1124
550.0,0.1121
552.0,0.1274
554.0,0.1134
556.0,0.1327
558.0,0.1201
560.0,0.1167
562.0,0.1181
564.0,0.1147
566.0,0.1132
568.0,0.1011
570.0,0.0949
572.0,0.1102
574.0,0.1041
576.0,0.1145
578.0,0.1183
580.0,0.1134
582.0,0.1168
584.0,0.121
586.0,0.1207
588.0,0.1013
590.0,0.1041
592.0,0.1173
594.0,0.1183
596.0,0.1167
598.0,0.115
600.0,0.1164
602.0,0.1173
604.0,0.1102
606.0,0.1095
608.0,0.1096
610.0,0.1174
612.0,0.1259
614.0,0.1258
616.0,0.12
618.0,0.1259
620.0,0.1193
622.0,0.1138
624.0,0.1086
626.0,0.1204
628.0,0.1232
630.0,0.1137
632.0,0.1099
634.0,0.1048
636.0,0.1138
638.0,0.1105
640.0,0.1107
642.0,0.1094
644.0,0.1201
646.0,0.1108
648.0,0.101
650.0,0.0978
652.0,0.1086
