time_upper,rate
2.0,0.448
4.0,0.4407
6.0,0.4286
8.0,0.4388
10.0,0.4163
12.0,0.4351
14.0,0.4375
16.0,0.4234
18.0,0.423
20.0,0.4281
22.0,0.4399
24.0,0.441
26.0,0.4419
28.0,0.4454
30.0,0.4541
32.0,0.4342
34.0,0.4429
36.0,0.4467
38.0,0.4361
40.0,0.4305
42.0,0.4345
44.0,0.4367
46.0,0.4341
48.0,0.4428
50.0,0.445
52.0,0.4377
54.0,0.4422
56.0,0.4464
58.0,0.4436
60.0,0.4343
62.0,0.4457
64.0,0.4341
66.0,0.4549
68.0,0.4415
70.0,0.4449
72.0,0.4595
74.0,0.4426
76.0,0.441
78.0,0.4614
80.0,0.4533
82.0,0.4766
84.0,0.4551
86.0,0.4594
88.0,0.45
90.0,0.4627
92.0,0.4752
94.0,0.4617
96.0,0.4512
98.0,0.46
100.0,0.4505
102.0,0.4597
104.0,0.4551
106.0,0.4507
108.0,0.4332
110.0,0.4351
112.0,0.4438
114.0,0.4443
116.0,0.4521
118.0,0.4545
120.0,0.4645
122.0,0.495
124.0,0.4737
126.0,0.4605
128.0,0.4544
130.0,0.4572
132.0,0.452
134.0,0.4589
136.0,0.4657
138.0,0.4325
140.0,0.4593
142.0,0.4702
144.0,0.4309
146.0,0.4445
148.0,0.4407
150.0,0.4426
152.0,0.4585
154.0,0.4355
156.0,0.4409
158.0,0.4433
160.0,0.4328
162.0,0.4542
164.0,0.4194
166.0,0.4176
168.0,0.4122
170.0,0.4588
172.0,0.452
174.0,0.4591
176.0,0.4549
178.0,0.4582
180.0,0.4635
182.0,0.4454
184.0,0.4548
186.0,0.447
188.0,0.476
190.0,0.4569
192.0,0.4166
194.0,0.4199
196.0,0.4046
198.0,0.4124
200.0,0.4042
202.0,0.4133
204.0,0.4292
206.0,0.4309
208.0,0.4164
210.0,0.4192
212.0,0.4187
214.0,0.4779
216.0,0.4189
218.0,0.3915
220.0,0.4226
222.0,0.4341
224.0,0.4182
226.0,0.4448
228.0,0.4486
230.0,0.4293
232.0,0.4313
234.0,0.4447
236.0,0.4683
238.0,0.4265
240.0,0.449
242.0,0.4762
244.0,0.4824
246.0,0.4791
248.0,0.4891
250.0,0.4855
252.0,0.5048
254.0,0.5092
256.0,0.4886
258.0,0.4941
260.0,0.495
262.0,0.491
264.0,0.4854
266.0,0.4966
268.0,0.4957
270.0,0.4897
272.0,0.5004
274.0,0.4899
276.0,0.4875
278.0,0.4937
280.0,0.5003
282.0,0.4964
284.0,0.4946
286.0,0.5039
288.0,0.4913
290.0,0.4995
292.0,0.5019
294.0,0.5022
296.0,0.4793
298.0,0.4845
300.0,0.4917
302.0,0.5157
304.0,0.4999
306.0,0.5139
308.0,0.5016
310.0,0.5099
312.0,0.4938
314.0,0.5047
316.0,0.5078
318.0,0.5051
320.0,0.5028
322.0,0.5025
324.0,0.5083
326.0,0.4977
328.0,0.5117
330.0,0.5099
332.0,0.5195
334.0,0.5093
336.0,0.5119
338.0,0.5136
340.0,0.5161
342.0,0.5002
344.0,0.4955
346.0,0.514
348.0,0.5084
350.0,0.5047
352.0,0.5097
354.0,0.4991
356.0,0.5121
358.0,0.5044
360.0,0.5106
362.0,0.5217
364.0,0.5062
366.0,0.4923
368.0,0.4861
370.0,0.516
372.0,0.5023
374.0,0.5018
376.0,0.5209
378.0,0.5036
380.0,0.5067
382.0,0.5107
384.0,0.5026
386.0,0.499
388.0,0.5057
390.0,0.4969
392.0,0.5223
394.0,0.512
396.0,0.5065
398.0,0.5093
400.0,0.4915
402.0,0.5068
404.0,0.5051
406.0,0.5192
408.0,0.5098
410.0,0.5153
412.0,0.5086
414.0,0.4933
416.0,0.4993
418.0,0.5143
420.0,0.5136
422.0,0.504
424.0,0.5021
426.0,0.5094
428.0,0.508
430.0,0.4993
432.0,0.4964
434.0,0.4902
436.0,0.475
438.0,0.4868
440.0,0.487
442.0,0.5039
444.0,0.5096
446.0,0.5096
448.0,0.5111
450.0,0.5056
452.0,0.5091
454.0,0.5041
456.0,0.4978
458.0,0.5079
460.0,0.4978
462.0,0.5059
464.0,0.5036
466.0,0.5015
468.0,0.5092
470.0,0.4986
472.0,0.4956
474.0,0.503
476.0,0.5046
478.0,0.5009
480.0,0.493
482.0,0.5022
484.0,0.4974
486.0,0.5002
488.0,0.5044
490.0,0.5016
492.0,0.5059
494.0,0.517
496.0,0.5117
498.0,0.5013
500.0,0.504
502.0,0.5029
504.0,0.5036
506.0,0.5084
508.0,0.5081
510.0,0.5201
512.0,0.5136
514.0,0.5072
516.0,0.5103
518.0,0.5105
520.0,0.5115
522.0,0.493
524.0,0.5361
526.0,0.5141
528.0,0.5139
530.0,0.5165
532.0,0.507
534.0,0.5002
536.0,0.5038
538.0,0.5046
540.0,0.5068
542.0,0.5143
544.0,0.5102
546.0,0.5077
548.0,0.5098
550.0,0.5026
552.0,0.5085
554.0,0.5008
556.0,0.5121
558.0,0.5109
560.0,0.5149
562.0,0.5098
564.0,0.5018
566.0,0.4976
568.0,0.5047
570.0,0.4984
572.0,0.5077
574.0,0.4982
576.0,0.5103
578.0,0.4982
580.0,0.505
582.0,0.5186
584.0,0.5093
586.0,0.5207
588.0,0.5122
590.0,0.4981
592.0,0.5098
594.0,0.4971
596.0,0.5122
598.0,0.5051
600.0,0.501
602.0,0.5169
604.0,0.5077
606.0,0.5069
608.0,0.5096
610.0,0.5132
612.0,0.5112
614.0,0.5144
616.0,0.5163
618.0,0.5146
620.0,0.517
622.0,0.5148
624.0,0.5145
626.0,0.5173
628.0,0.5174
630.0,0.5203
632.0,0.523
634.0,0.5153
636.0,0.5197
638.0,0.5151
640.0,0.5039
642.0,0.5083
644.0,0.5087
646.0,0.5158
648.0,0.5192
650.0,0.5078
652.0,0.5159
654.0,0.5062
656.0,0.5173
658.0,0.5148
660.0,0.5101
662.0,0.5327
664.0,0.5182
666.0,0.5103
668.0,0.4727
670.0,0.4763
672.0,0.4822
674.0,0.4679
676.0,0.5164
678.0,0.5141
680.0,0.5146
682.0,0.5137
684.0,0.511
686.0,0.528
688.0,0.5223
690.0,0.5148
692.0,0.5436
