time_upper,rate
2.0,0.1941
4.0,0.0932
6.0,0.1339
8.0,0.1106
10.0,0.099
12.0,0.1288
14.0,0.0763
16.0,0.1114
18.0,0.1051
20.0,0.0975
22.0,0.108
24.0,0.0486
26.0,0.0645
28.0,0.047
30.0,0.0573
32.0,0.1519
34.0,0.0789
36.0,0.0702
38.0,0.0725
40.0,0.0549
42.0,0.0922
44.0,0.0469
46.0,0.0717
48.0,0.0627
50.0,0.0565
52.0,0.121
54.0,0.0704
56.0,0.0677
58.0,0.0716
60.0,0.0612
62.0,0.124
64.0,0.0591
66.0,0.0819
68.0,0.0594
70.0,0.0766
72.0,0.1096
74.0,0.0599
76.0,0.069
78.0,0.0507
80.0,0.0504
82.0,0.0992
84.0,0.059
86.0,0.0604
88.0,0.0565
90.0,0.0517
92.0,0.1111
94.0,0.0706
96.0,0.0853
98.0,0.0582
100.0,0.0615
102.0,0.1104
104.0,0.0709
106.0,0.1418
108.0,0.1528
110.0,0.1076
112.0,0.1767
114.0,0.1031
116.0,0.118
118.0,0.091
120.0,0.1056
122.0,0.1578
124.0,0.0906
126.0,0.1197
128.0,0.1
130.0,0.0784
132.0,0.1355
134.0,0.1184
136.0,0.1562
138.0,0.1211
140.0,0.1214
142.0,0.1582
144.0,0.1232
146.0,0.1381
148.0,0.1183
150.0,0.1071
152.0,0.1618
154.0,0.0881
156.0,0.1341
158.0,0.103
160.0,0.1018
162.0,0.1389
164.0,0.0885
166.0,0.1153
168.0,0.1021
170.0,0.1032
172.0,0.1471
174.0,0.1073
176.0,0.1199
178.0,0.1175
180.0,0.1119
182.0,0.1703
184.0,0.1478
186.0,0.1132
188.0,0.1027
190.0,0.0953
192.0,0.1528
194.0,0.1244
196.0,0.1287
198.0,0.1059
200.0,0.0988
202.0,0.1223
204.0,0.0808
206.0,0.0996
208.0,0.1038
210.0,0.1105
212.0,0.1513
214.0,0.0975
216.0,0.1053
218.0,0.086
220.0,0.0909
222.0,0.1525
224.0,0.0712
226.0,0.0977
228.0,0.0781
230.0,0.0855
232.0,0.0973
234.0,0.0779
236.0,0.0939
238.0,0.0827
240.0,0.078
242.0,0.1349
244.0,0.0568
246.0,0.0938
248.0,0.1027
250.0,0.1065
252.0,0.14
254.0,0.0857
256.0,0.0931
258.0,0.0737
260.0,0.0873
262.0,0.123
264.0,0.0741
266.0,0.0981
268.0,0.0785
270.0,0.0802
272.0,0.1258
274.0,0.0839
276.0,0.1056
278.0,0.0829
280.0,0.0892
282.0,0.128
284.0,0.0895
286.0,0.0997
288.0,0.0821
290.0,0.0902
292.0,0.123
294.0,0.0859
296.0,0.1092
298.0,0.0812
300.0,0.0702
302.0,0.1316
304.0,0.0898
306.0,0.0967
308.0,0.0767
310.0,0.0698
312.0,0.105
314.0,0.0786
316.0,0.0929
318.0,0.0684
320.0,0.0727
322.0,0.1083
324.0,0.0883
326.0,0.086
328.0,0.0832
330.0,0.0744
332.0,0.1311
334.0,0.1039
336.0,0.0911
338.0,0.0801
340.0,0.0793
342.0,0.1175
344.0,0.0807
346.0,0.0957
348.0,0.0791
350.0,0.0817
352.0,0.124
354.0,0.1039
356.0,0.1056
358.0,0.1008
360.0,0.0887
362.0,0.1302
364.0,0.0917
366.0,0.1327
368.0,0.1079
370.0,0.0795
372.0,0.1095
374.0,0.0823
376.0,0.0955
378.0,0.0869
380.0,0.0811
382.0,0.1133
384.0,0.071
386.0,0.0926
388.0,0.0798
390.0,0.0729
392.0,0.1193
394.0,0.078
396.0,0.1003
398.0,0.0855
400.0,0.0866
402.0,0.1141
404.0,0.1056
406.0,0.0936
408.0,0.0734
410.0,0.0704
412.0,0.1248
414.0,0.086
416.0,0.1003
418.0,0.085
420.0,0.0819
422.0,0.1225
424.0,0.0867
426.0,0.1084
428.0,0.0983
430.0,0.0939
432.0,0.1482
434.0,0.0984
436.0,0.1258
438.0,0.0953
440.0,0.093
442.0,0.136
444.0,0.0967
446.0,0.1177
448.0,0.0925
450.0,0.0804
452.0,0.1234
454.0,0.0865
456.0,0.0886
458.0,0.0733
460.0,0.0824
462.0,0.1325
464.0,0.0827
466.0,0.1034
468.0,0.0963
470.0,0.0944
472.0,0.126
474.0,0.094
476.0,0.107
478.0,0.1282
480.0,0.1089
482.0,0.1525
484.0,0.106
486.0,0.1169
488.0,0.091
490.0,0.0818
492.0,0.1113
494.0,0.0824
496.0,0.1005
498.0,0.0965
500.0,0.1174
502.0,0.1393
504.0,0.1144
506.0,0.0961
508.0,0.0743
510.0,0.0835
512.0,0.1264
514.0,0.0996
516.0,0.1056
518.0,0.1056
520.0,0.1375
522.0,0.1553
524.0,0.1131
526.0,0.101
528.0,0.1
530.0,0.0982
532.0,0.1149
534.0,0.086
536.0,0.0903
538.0,0.0785
540.0,0.0787
542.0,0.1531
544.0,0.1139
546.0,0.1288
548.0,0.0941
550.0,0.0963
552.0,0.1482
554.0,0.1063
556.0,0.1158
558.0,0.0985
560.0,0.1054
562.0,0.1542
564.0,0.1106
566.0,0.1193
568.0,0.1084
570.0,0.09
572.0,0.1494
574.0,0.1143
576.0,0.1266
578.0,0.1219
580.0,0.1095
582.0,0.1679
584.0,0.1134
586.0,0.1303
588.0,0.1116
590.0,0.1087
592.0,0.153
594.0,0.1006
596.0,0.1251
598.0,0.1021
600.0,0.0984
602.0,0.1989
604.0,0.1839
606.0,0.1688
608.0,0.1201
610.0,0.1079
612.0,0.1635
614.0,0.1119
616.0,0.1293
618.0,0.1235
620.0,0.1043
622.0,0.1473
624.0,0.136
626.0,0.1355
628.0,0.1573
630.0,0.1552
632.0,0.2045
634.0,0.1412
636.0,0.1487
638.0,0.1141
640.0,0.0995
642.0,0.1496
644.0,0.1218
646.0,0.1819
648.0,0.1599
650.0,0.1444
652.0,0.1758
654.0,0.1251
656.0,0.1398
658.0,0.14
660.0,0.1348
662.0,0.1832
664.0,0.1468
666.0,0.1549
668.0,0.1289
670.0,0.1226
672.0,0.1617
674.0,0.1798
676.0,0.2279
678.0,0.2273
680.0,0.2556
682.0,0.3025
684.0,0.2796
686.0,0.3185
688.0,0.3178
690.0,0.3554
692.0,0.2247
694.0,0.1689
696.0,0.2069
698.0,0.1549
700.0,0.1395
702.0,0.174
704.0,0.1546
706.0,0.1784
