time_upper,rate
10.0,0.8336
20.0,0.7799
30.0,0.7771
40.0,0.7991
50.0,0.8053
60.0,0.7896
70.0,0.8314
80.0,0.7868
90.0,0.7826
100.0,0.7837
110.0,0.7739
120.0,0.7863
130.0,0.7992
140.0,0.7717
150.0,0.7731
160.0,0.7731
170.0,0.7677
180.0,0.7891
190.0,0.8117
200.0,0.7693
210.0,0.7731
220.0,0.7753
230.0,0.7779
240.0,0.7952
250.0,0.8088
260.0,0.7728
270.0,0.7715
280.0,0.7649
290.0,0.7731
300.0,0.7836
310.0,0.8057
320.0,0.7643
330.0,0.762
340.0,0.7643
350.0,0.7754
360.0,0.7828
370.0,0.8163
380.0,0.7838
390.0,0.782
400.0,0.7805
410.0,0.7791
420.0,0.7833
430.0,0.8255
440.0,0.7755
450.0,0.778
460.0,0.7806
470.0,0.7784
480.0,0.788
490.0,0.816
500.0,0.782
510.0,0.7777
520.0,0.7852
530.0,0.7856
540.0,0.7949
550.0,0.8509
560.0,0.7844
570.0,0.7793
580.0,0.7935
590.0,0.7864
600.0,0.7886
610.0,0.8427
620.0,0.791
630.0,0.7894
640.0,0.812
650.0,0.7939
660.0,0.8054
670.0,0.8282
680.0,0.791
690.0,0.7883
700.0,0.8062
710.0,0.7966
720.0,0.8029
730.0,0.8394
740.0,0.7973
750.0,0.7964
760.0,0.8069
770.0,0.8019
780.0,0.8222
790.0,0.8704
800.0,0.8082
810.0,0.8082
820.0,0.823
830.0,0.8243
840.0,0.8367
850.0,0.8605
860.0,0.8606
870.0,1.0
880.0,0.8391
890.0,0.8291
900.0,0.8341
910.0,0.8883
920.0,0.8235
930.0,0.8537
940.0,0.8381
950.0,0.8522
960.0,0.8482
970.0,0.8744
980.0,0.8325
990.0,0.8263
1000.0,0.8415
1010.0,0.837
1020.0,0.8488
1030.0,0.8649
1040.0,0.8332
1050.0,0.8167
1060.0,0.8292
1070.0,0.9985
1080.0,0.9038
1090.0,0.8773
1100.0,0.8326
1110.0,0.8198
1120.0,0.8343
1130.0,0.829
1140.0,0.8543
1150.0,0.8755
1160.0,0.8231
1170.0,0.8238
1180.0,0.8349
1190.0,0.8306
1200.0,0.8192
1210.0,0.8585
1220.0,0.8295
1230.0,0.8236
1240.0,0.8231
1250.0,0.8283
1260.0,0.8258
1270.0,0.8743
1280.0,0.8237
1290.0,0.8116
1300.0,0.8215
1310.0,0.8142
1320.0,0.8121
1330.0,0.8716
1340.0,0.813
1350.0,0.8113
1360.0,0.8151
1370.0,0.811
1380.0,0.82
1390.0,0.8583
1400.0,0.8161
1410.0,0.8089
1420.0,0.8103
1430.0,0.8142
1440.0,0.7984
