time_upper,rate
10.0,0.5068
20.0,0.4886
30.0,0.4593
40.0,0.4621
50.0,0.4689
60.0,0.4793
70.0,0.4746
80.0,0.4779
90.0,0.4867
100.0,0.4806
110.0,0.477
120.0,0.4864
130.0,0.4905
140.0,0.4993
150.0,0.4843
160.0,0.4669
170.0,0.4702
180.0,0.4921
190.0,0.5065
200.0,0.5088
210.0,0.5101
220.0,0.5102
230.0,0.5159
240.0,0.5183
250.0,0.5363
260.0,0.533
270.0,0.5316
280.0,0.5277
290.0,0.5401
300.0,0.5411
310.0,0.5659
320.0,0.563
330.0,0.5573
340.0,0.5303
350.0,0.5472
360.0,0.5472
370.0,0.586
380.0,0.6034
390.0,0.5967
400.0,0.6001
410.0,0.6114
420.0,0.6219
430.0,0.6211
440.0,0.615
450.0,0.5862
460.0,0.5649
470.0,0.589
480.0,0.5813
490.0,0.5896
500.0,0.5875
510.0,0.5687
520.0,0.5685
530.0,0.5605
540.0,0.5784
550.0,0.5976
560.0,0.6036
570.0,0.593
580.0,0.5827
590.0,0.5885
600.0,0.6031
610.0,0.6044
620.0,0.6089
630.0,0.607
640.0,0.6058
650.0,0.6256
660.0,0.634
670.0,0.6284
680.0,0.6361
690.0,0.6246
700.0,0.5952
710.0,0.6108
720.0,0.6203
730.0,0.6481
740.0,0.6626
750.0,0.6412
760.0,0.6528
770.0,0.6654
780.0,0.6744
790.0,0.6784
800.0,0.6826
810.0,0.6937
820.0,0.684
830.0,0.7002
840.0,0.6818
850.0,0.6721
860.0,0.6943
870.0,0.6699
880.0,0.6553
890.0,0.6555
900.0,0.6271
910.0,0.6488
920.0,0.6503
930.0,0.6435
940.0,0.6467
950.0,0.6393
960.0,0.6444
970.0,0.6321
980.0,0.6436
990.0,0.6414
1000.0,0.6303
1010.0,0.6437
1020.0,0.6384
1030.0,0.6295
1040.0,0.6377
1050.0,0.6373
1060.0,0.6206
1070.0,0.6384
1080.0,0.6329
1090.0,0.6623
1100.0,0.6665
1110.0,0.6625
1120.0,1.0
1130.0,0.9909
1140.0,0.8044
1150.0,0.7016
1160.0,0.7157
1170.0,0.7269
1180.0,0.7082
1190.0,0.6643
1200.0,0.7308
1210.0,0.6906
1220.0,0.6747
1230.0,0.6671
1240.0,0.6371
1250.0,0.6298
1260.0,0.631
1270.0,0.6379
1280.0,0.6577
1290.0,0.6703
1300.0,0.6879
1310.0,0.6425
1320.0,0.6249
1330.0,0.6104
1340.0,0.6274
1350.0,0.5802
1360.0,0.5522
1370.0,0.5484
1380.0,0.558
1390.0,0.5342
1400.0,0.5384
1410.0,0.5383
1420.0,0.5272
1430.0,0.5251
1440.0,0.5181
