time_upper,rate
10.0,0.736
20.0,0.7087
30.0,0.7212
40.0,0.7299
50.0,0.7112
60.0,0.7263
70.0,0.7299
80.0,0.7304
90.0,0.7247
100.0,0.7217
110.0,0.7278
120.0,0.7333
130.0,0.7403
140.0,0.7183
150.0,0.7231
160.0,0.7168
170.0,0.7305
180.0,0.7155
190.0,0.716
200.0,0.7004
210.0,0.7055
220.0,0.7056
230.0,0.6875
240.0,0.711
250.0,0.7315
260.0,0.773
270.0,0.7231
280.0,0.7305
290.0,0.7425
300.0,0.8236
310.0,0.8626
320.0,0.8797
330.0,0.8284
340.0,0.8113
350.0,0.7986
360.0,0.7859
370.0,0.7962
380.0,0.7822
390.0,0.7909
400.0,0.7881
410.0,0.7868
420.0,0.7937
430.0,0.7983
440.0,0.7677
450.0,0.7866
460.0,0.7712
470.0,0.7714
480.0,0.7976
490.0,0.7726
500.0,0.7493
510.0,0.7813
520.0,0.7861
530.0,0.7888
540.0,0.794
550.0,0.7913
560.0,0.811
570.0,0.8333
580.0,0.8435
590.0,0.8349
600.0,0.8375
610.0,0.8499
620.0,0.8928
630.0,0.8395
640.0,0.8285
650.0,0.801
660.0,0.8111
670.0,0.7889
680.0,0.8197
690.0,0.8665
700.0,0.8696
710.0,0.8968
720.0,0.8933
730.0,0.8806
740.0,0.8927
750.0,0.8916
760.0,0.9114
770.0,0.9271
780.0,0.9099
790.0,0.9571
800.0,0.9484
810.0,0.9542
820.0,0.9807
830.0,0.9533
840.0,0.9609
850.0,0.977
860.0,0.9748
870.0,0.9712
880.0,0.9734
890.0,0.9596
900.0,0.9631
910.0,0.9669
920.0,0.9795
930.0,0.9812
940.0,0.9856
950.0,0.9872
960.0,0.9892
970.0,0.9751
980.0,0.9433
990.0,1.0
1000.0,0.9432
1010.0,0.901
1020.0,0.9037
1030.0,0.9007
1040.0,0.8668
1050.0,0.9048
1060.0,0.8905
1070.0,0.9068
1080.0,0.873
1090.0,0.8882
1100.0,0.8914
1110.0,0.8777
1120.0,0.8846
1130.0,0.8658
1140.0,0.8646
1150.0,0.8852
1160.0,0.8655
1170.0,0.8421
1180.0,0.8247
1190.0,0.8254
1200.0,0.8256
1210.0,0.8335
1220.0,0.8182
1230.0,0.8483
1240.0,0.8725
1250.0,0.8668
1260.0,0.8409
1270.0,0.8189
1280.0,0.815
1290.0,0.8184
1300.0,0.8276
1310.0,0.8052
1320.0,0.8187
1330.0,0.8074
1340.0,0.8007
1350.0,0.7875
1360.0,0.7905
1370.0,0.7954
1380.0,0.7854
1390.0,0.8
1400.0,0.7788
1410.0,0.7861
1420.0,0.7783
1430.0,0.776
1440.0,0.7867
